     Refresh     ,Last Update : 2022-04-24 20:55:00,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
Time Series (Company),,,,,,,,,,,,,,,
Frequency,D,Ascending,0,,,,,,,,,,,,
Period(From),20160429,Korean,0,,,,,,,,,,,,
Period(To),CPD [20220422],,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Code,A069500,A232080,A143850,A195930,A238720,A192090,A148070,A136340,A182490,A132030,A130680,A114800,A138230,A139660,A130730
Name,KODEX 200,TIGER 코스닥150,TIGER 미국S&P500선물(H),TIGER 유로스탁스50(합성 H),KINDEX 일본Nikkei225(H),TIGER 차이나CSI300,KOSEF 국고채10년,KBSTAR 중기우량회사채,TIGER 단기선진하이일드(합성 H),KODEX 골드선물(H),TIGER 원유선물Enhanced(H),KODEX 인버스,KOSEF 미국달러선물,KOSEF 미국달러선물인버스,KOSEF 단기자금
Item Code,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300
Unit,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares
Base Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D A T E,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
2017-10-13,"30,111","10,854","30,290","11,800","13,395","8,538","109,542","96,336","11,130","9,745","3,895","5,985","11,336","11,035","95,726"
2017-10-16,"30,138","10,927","30,295","11,870","13,460","8,524","109,308","96,331","11,130","9,805","3,935","5,975","11,316","11,045","95,740"
2017-10-17,"30,203","11,253","30,380","11,880","13,515","8,472","109,256","96,280","11,130","9,705","3,915","5,970","11,365","11,005","95,731"
2017-10-18,"30,184","11,248","30,375","11,875","13,510","8,505","109,420","96,209","11,125","9,660","3,915","5,975","11,345","11,020","95,731"
2017-10-19,"30,065","11,155","30,350","11,880","13,505","8,458","109,157","96,087","11,145","9,580","3,915","6,005","11,360","11,000","95,721"
2017-10-20,"30,226","11,282","30,445","11,860","13,545","8,486","108,720","95,885","11,175","9,640","3,890","5,965","11,355","11,010","95,684"
2017-10-23,"30,317","11,335","30,585","11,825","13,725","8,491","108,617","96,068","11,155","9,600","3,915","5,950","11,345","11,025","95,698"
2017-10-24,"30,262","11,627","30,425","11,865","13,800","8,500","108,603","95,899","11,160","9,630","3,885","5,955","11,326","11,045","95,717"
2017-10-25,"30,285","11,637","30,460","11,870","13,730","8,538","108,509","95,942","11,160","9,585","3,925","5,950","11,326","11,050","95,717"
2017-10-26,"30,079","11,413","30,395","11,815","13,760","8,638","108,048","95,763","11,175","9,625","3,920","6,000","11,296","11,075","95,721"
2017-10-27,"30,285","11,646","30,400","11,930","13,850","8,638","107,828","95,613","11,145","9,520","3,940","5,955","11,350","11,025","95,717"
2017-10-30,"30,377","11,617","30,520","11,970","13,930","8,538","108,265","95,711","11,130","9,525","3,990","5,940","11,296","11,075","95,707"
2017-10-31,"30,681","11,724","30,520","11,995","13,920","8,552","108,011","95,838","11,130","9,590","4,000","5,875","11,252","11,120","95,712"
2017-11-01,"31,186","11,705","30,615","12,045","14,170","8,576","107,785","95,819","11,150","9,575","4,020","5,785","11,194","11,180","95,717"
2017-11-02,"31,076","11,714","30,480","12,050","14,245","8,524","108,086","95,885","11,145","9,610","3,980","5,800","11,189","11,185","95,731"
2017-11-03,"31,145","11,904","30,575","12,080","14,500","8,496","108,279","95,885","11,165","9,585","4,020","5,790","11,189","11,185","95,726"
2017-11-06,"31,021","11,968","30,595","12,075","14,160","8,524","108,152","95,819","11,145","9,540","4,085","5,815","11,203","11,175","95,745"
2017-11-07,"30,989","11,861","30,830","12,125","14,510","8,619","108,025","95,857","11,160","9,610","4,180","5,815","11,159","11,205","95,754"
2017-11-08,"31,080","12,070","30,710","12,035","14,430","8,609","108,091","95,815","11,135","9,585","4,160","5,795","11,208","11,175","95,759"
2017-11-09,"30,993","12,046","30,765","12,000","14,465","8,600","108,109","95,848","11,090","9,615","4,160","5,815","11,208","11,165","95,778"
2017-11-10,"30,910","12,245","30,700","11,885","14,350","8,742","108,100","95,843","11,080","9,645","4,175","5,835","11,223","11,160","95,773"
2017-11-13,"30,750","12,756","30,625","11,845","14,150","8,775","107,705","95,749","11,080","9,590","4,165","5,860","11,262","11,125","95,778"
2017-11-14,"30,727","13,229","30,590","11,750","14,135","8,742","107,574","95,735","11,040","9,590","4,140","5,865","11,238","11,150","95,773"
2017-11-15,"30,538","13,599","30,565","11,660","13,935","8,623","107,729","95,758","11,045","9,620","4,020","5,890","11,179","11,200","95,783"
2017-11-16,"30,736","13,847","30,565","11,710","14,110","8,614","108,091","95,829","11,020","9,575","4,050","5,860","11,071","11,330","95,778"
2017-11-17,"30,727","13,643","30,645","11,715","14,175","8,623","108,053","95,829","11,050","9,630","4,045","5,860","11,027","11,345","95,787"
2017-11-20,"30,593","13,935","30,540","11,645","14,075","8,633","108,105","95,862","11,075","9,685","4,130","5,890","11,057","11,320","95,787"
2017-11-21,"30,662","14,013","30,680","11,690","14,175","8,737","108,185","95,904","11,095","9,580","4,115","5,870","11,012","11,370","95,792"
2017-11-22,"30,851","13,618","30,880","11,770","14,255","8,751","108,227","95,904","11,090","9,615","4,195","5,840","10,944","11,435","95,797"
2017-11-23,"30,795","14,076","30,795","11,720","14,300","8,467","108,363","96,040","11,080","9,675","4,210","5,850","10,910","11,480","95,806"
2017-11-24,"30,860","13,784","30,790","11,715","14,280","8,543","108,377","95,998","11,085","9,660","4,255","5,840","10,910","11,485","95,811"
2017-11-27,"30,336","13,730","30,880","11,725","14,200","8,486","108,420","96,045","11,105","9,680","4,265","5,940","10,939","11,455","95,811"
2017-11-28,"30,419","13,199","30,830","11,730","14,220","8,410","108,598","96,106","11,100","9,695","4,210","5,920","10,900","11,485","95,815"
2017-11-29,"30,405","13,385","31,195","11,845","14,285","8,382","108,744","96,167","11,100","9,695","4,200","5,925","10,817","11,570","95,825"
2017-11-30,"29,908","13,190","31,180","11,830","14,385","8,325","108,950","96,298","11,085","9,620","4,180","6,025","10,949","11,460","95,844"
2017-12-01,"29,899","13,604","31,400","11,820","14,445","8,363","108,814","96,298","11,085","9,570","4,195","6,020","10,919","11,480","95,848"
2017-12-04,"30,216","13,433","31,600","11,790","14,360","8,349","108,795","96,313","11,095","9,555","4,210","5,970","10,949","11,450","95,858"
2017-12-05,"30,299","13,136","31,410","11,775","14,285","8,358","108,711","96,322","11,095","9,560","4,180","5,950","10,915","11,480","95,863"
2017-12-06,"29,867","12,976","31,195","11,640","13,990","8,325","109,002","96,350","11,095","9,485","4,175","6,035","10,993","11,400","95,867"
2017-12-07,"29,770","12,698","31,320","11,680","14,250","8,278","108,965","96,369","11,090","9,445","4,085","6,045","10,993","11,410","95,881"
2017-12-08,"29,862","12,567","31,350","11,740","14,415","8,382","108,899","96,383","11,090","9,360","4,115","6,035","10,983","11,400","95,896"
2017-12-11,"29,899","13,029","31,540","11,850","14,530","8,481","108,805","96,379","11,070","9,365","4,165","6,025","10,983","11,410","95,900"
2017-12-12,"29,798","12,902","31,645","11,775","14,480","8,462","109,115","96,440","11,075","9,330","4,245","6,035","10,978","11,410","95,914"
2017-12-13,"30,032","13,073","31,620","11,805","14,420","8,462","109,228","96,469","11,105","9,310","4,205","6,000","10,968","11,430","95,914"
2017-12-14,"30,065","12,883","31,670","11,755","14,370","8,387","109,228","96,493","11,105","9,430","4,140","5,975","10,944","11,455","95,924"
2017-12-15,"30,014","12,980","31,545","11,695","14,280","8,297","109,322","96,511","11,100","9,420","4,155","6,000","10,954","11,450","95,924"
2017-12-18,"30,051","12,834","31,895","11,740","14,515","8,287","109,397","96,478","11,090","9,420","4,190","6,005","10,949","11,445","95,924"
2017-12-19,"30,060","12,825","31,965","11,855","14,485","8,368","109,143","96,474","11,090","9,470","4,165","6,000","10,910","11,485","95,924"
2017-12-20,"29,977","12,630","31,920","11,795","14,500","8,377","109,026","96,530","11,070","9,475","4,195","6,000","10,866","11,530","95,928"
2017-12-21,"29,394","12,382","31,820","11,710","14,485","8,510","108,974","96,526","11,095","9,465","4,215","6,115","10,880","11,525","95,943"
2017-12-22,"29,536","12,946","31,920","11,710","14,495","8,462","108,753","96,407","11,100","9,480","4,225","6,085","10,856","11,545","95,943"
2017-12-26,"29,417","13,029","31,870","11,705","14,495","8,420","108,918","96,474","11,105","9,600","4,250","6,105","10,822","11,585","95,947"
2017-12-27,"29,761","13,755","31,890","11,670","14,430","8,306","108,777","96,464","11,100","9,610","4,340","6,045","10,797","11,610","95,971"
2017-12-28,"30,134","13,867","31,875","11,645","14,430","8,363","109,007","96,502","11,100","9,685","4,340","5,965","10,777","11,650","95,976"
2018-01-02,"30,267","14,095","31,770","11,485","14,655","8,462","108,983","96,564","11,130","9,805","4,410","5,940","10,679","11,735","96,005"
2018-01-03,"30,396","14,319","31,995","11,490","14,610","8,538","108,781","96,540","11,175","9,835","4,380","5,925","10,708","11,700","96,000"
2018-01-04,"30,157","13,925","32,205","11,590","14,885","8,538","108,781","96,493","11,145","9,805","4,505","5,975","10,683","11,735","96,019"
2018-01-05,"30,566","14,461","32,350","11,755","15,020","8,604","108,659","96,602","11,165","9,870","4,490","5,900","10,693","11,720","96,033"
2018-01-08,"30,772","14,860","32,560","11,820","15,150","8,609","108,523","96,564","11,170","9,870","4,470","5,855","10,723","11,675","96,033"
2018-01-09,"30,648","14,782","32,575","11,860","15,105","8,623","108,340","96,549","11,170","9,835","4,515","5,875","10,743","11,675","96,047"
2018-01-10,"30,451","14,782","32,640","11,850","15,085","8,680","107,611","96,459","11,170","9,800","4,600","5,925","10,787","11,630","96,047"
2018-01-11,"30,294","15,308","32,670","11,885","15,040","8,694","107,959","96,554","11,145","9,835","4,600","5,945","10,792","11,620","96,067"
2018-01-12,"30,350","16,116","32,860","11,850","14,965","8,723","107,856","96,535","11,155","9,945","4,610","5,935","10,718","11,700","96,071"
2018-01-15,"30,419","16,578","33,090","11,845","15,035","8,808","107,546","96,436","11,155","10,055","4,670","5,915","10,698","11,725","96,067"
2018-01-16,"30,658","16,749","33,185","11,875","15,195","8,860","107,579","96,440","11,160","10,025","4,685","5,875","10,693","11,720","96,071"
2018-01-17,"30,584","16,247","33,030","11,870","15,140","8,874","107,701","96,474","11,160","9,980","4,625","5,885","10,757","11,660","96,076"
2018-01-18,"30,607","16,476","33,255","11,890","15,065","8,927","107,846","96,597","11,155","9,935","4,640","5,895","10,777","11,650","96,095"
2018-01-19,"30,630","15,814","33,155","11,895","15,085","8,960","107,734","96,578","11,150","9,930","4,585","5,885","10,733","11,685","96,105"
2018-01-22,"30,317","15,619","33,325","11,995","15,100","9,073","107,621","96,545","11,185","9,960","4,600","5,950","10,772","11,645","96,109"
2018-01-23,"30,727","16,131","33,705","12,080","15,300","9,239","107,607","96,549","11,160","9,995","4,655","5,870","10,777","11,635","96,114"
2018-01-24,"30,777","16,092","33,690","12,080","15,185","9,234","107,813","96,545","11,180","10,005","4,690","5,870","10,767","11,655","96,119"
2018-01-25,"31,016","16,077","33,700","11,980","15,020","9,258","107,649","96,545","11,210","10,215","4,810","5,820","10,669","11,760","96,138"
2018-01-26,"31,140","16,330","33,755","11,970","14,990","9,296","107,720","96,521","11,200","10,115","4,745","5,800","10,718","11,695","96,138"
2018-01-29,"31,352","16,671","34,080","12,000","14,970","9,130","107,029","96,398","11,210","10,070","4,810","5,750","10,738","11,685","96,138"
2018-01-30,"30,961","16,564","33,700","11,865","14,780","9,069","106,700","96,364","11,170","9,970","4,715","5,825","10,817","11,600","96,133"
2018-01-31,"30,984","16,345","33,545","11,855","14,635","9,045","106,681","96,426","11,160","10,035","4,640","5,820","10,762","11,655","96,138"
2018-02-01,"30,993","16,018","33,630","11,905","14,895","9,016","106,785","96,502","11,150","10,010","4,710","5,825","10,802","11,615","96,152"
2018-02-02,"30,396","15,979","33,445","11,715","14,760","9,121","106,780","96,497","11,135","10,055","4,795","5,940","10,881","11,520","96,167"
2018-02-05,"30,074","15,088","32,620","11,540","14,410","9,140","106,456","96,502","11,130","9,920","4,720","6,005","10,970","11,435","96,162"
2018-02-06,"29,646","15,283","30,650","10,935","13,705","8,832","106,780","96,549","11,065","10,025","4,610","6,095","10,994","11,425","96,167"
2018-02-07,"28,897","14,542","31,635","11,295","13,600","8,780","107,245","96,564","11,015","9,935","4,625","6,240","10,950","11,450","96,176"
2018-02-08,"29,141","15,307","31,680","11,370","13,835","8,623","107,104","96,545","11,055","9,790","4,490","6,180","10,960","11,445","96,195"
2018-02-09,"28,369","14,805","30,865","11,040","13,560","8,174","106,817","96,535","11,020","9,835","4,395","6,345","11,004","11,400","96,186"
2018-02-12,"28,686","14,737","31,235","10,995","13,655","8,292","106,559","96,497","11,015","9,885","4,335","6,275","10,935","11,475","96,191"
2018-02-13,"28,906","14,372","31,385","11,060","13,455","8,372","106,766","96,540","11,050","9,910","4,325","6,225","10,935","11,480","96,210"
2018-02-14,"29,283","14,839","31,625","11,070","13,375","8,335","107,024","96,611","11,035","9,955","4,310","6,155","10,861","11,560","96,214"
2018-02-19,"29,435","15,468","32,535","11,365","13,975","8,557","106,639","96,540","11,075","10,070","4,530","6,125","10,762","11,650","96,214"
2018-02-20,"29,095","15,097","32,330","11,160","13,870","8,571","106,756","96,530","11,115","10,000","4,520","6,210","10,822","11,590","96,224"
2018-02-21,"29,247","15,390","32,145","11,210","13,925","8,628","106,850","96,568","11,100","9,900","4,460","6,165","10,851","11,560","96,224"
2018-02-22,"29,053","15,273","31,890","11,180","13,770","8,699","106,747","96,578","11,115","9,850","4,440","6,205","10,935","11,485","96,233"
2018-02-23,"29,509","15,365","32,295","11,300","13,800","8,742","106,756","96,621","11,095","9,880","4,565","6,115","10,876","11,535","96,248"
2018-02-26,"29,559","15,429","32,615","11,385","14,045","8,808","106,972","96,654","11,120","9,990","4,650","6,110","10,827","11,590","96,253"
2018-02-27,"29,467","15,395","32,905","11,370","14,210","8,709","107,184","96,687","11,085","9,955","4,640","6,125","10,812","11,600","96,262"
2018-02-28,"29,132","15,078","32,495","11,235","13,985","8,699","107,297","96,659","11,130","9,825","4,570","6,190","10,925","11,475","96,267"
2018-03-02,"28,723","15,161","31,720","11,165","13,450","8,628","107,424","96,682","11,095","9,825","4,450","6,275","10,901","11,505","96,272"
2018-03-05,"28,346","14,937","31,675","10,945","13,265","8,642","107,221","96,616","11,080","9,900","4,460","6,360","10,920","11,490","96,276"
2018-03-06,"28,916","15,248","32,240","11,060","13,575","8,685","107,315","96,602","11,040","9,865","4,555","6,225","10,856","11,555","96,276"
2018-03-07,"28,952","14,834","31,850","10,910","13,495","8,647","107,391","96,659","11,115","9,925","4,510","6,235","10,792","11,630","96,286"
2018-03-08,"29,247","15,132","32,275","11,130","13,550","8,690","107,447","96,683","11,075","9,865","4,470","6,155","10,797","11,640","96,286"
2018-03-09,"29,582","15,292","32,455","11,220","13,550","8,699","107,452","96,669","11,065","9,795","4,400","6,105","10,792","11,625","96,291"
2018-03-12,"29,844","15,706","33,135","11,250","13,870","8,751","107,292","96,650","11,110","9,860","4,520","6,035","10,748","11,680","96,295"
2018-03-13,"29,982","15,687","32,970","11,280","13,970","8,747","107,170","96,678","11,080","9,810","4,465","6,010","10,772","11,655","96,300"
2018-03-14,"29,959","15,692","32,735","11,150","13,835","8,676","107,508","96,716","11,080","9,855","4,445","6,015","10,743","11,675","96,300"
2018-03-15,"30,065","15,731","32,605","11,170","13,855","8,713","107,630","96,769","11,105","9,880","4,465","5,995","10,753","11,665","96,315"
2018-03-16,"30,010","15,784","32,560","11,200","13,780","8,690","107,626","96,745","11,075","9,790","4,470","6,010","10,762","11,660","96,324"
2018-03-19,"29,793","15,507","32,470","11,200","13,645","8,718","107,532","96,774","11,085","9,745","4,525","6,060","10,817","11,605","96,319"
2018-03-20,"29,936","15,799","32,230","11,135","13,585","8,699","107,508","96,740","11,085","9,800","4,565","6,030","10,787","11,630","96,329"
2018-03-21,"29,941","15,663","32,195","11,255","13,585","8,728","107,593","96,745","11,080","9,785","4,635","6,025","10,817","11,605","96,324"
2018-03-22,"30,055","15,346","32,170","11,115","13,720","8,619","107,710","96,836","11,060","9,880","4,750","6,005","10,817","11,600","96,343"
2018-03-23,"29,053","14,425","31,020","10,755","13,110","8,240","108,208","96,893","11,070","9,990","4,745","6,210","10,901","11,500","96,348"
2018-03-26,"29,306","15,019","30,960","10,945","13,090","8,320","108,034","96,850","11,080","10,020","4,780","6,155","10,896","11,520","96,357"
2018-03-27,"29,430","14,990","31,570","10,915","13,520","8,420","108,016","96,869","11,070","10,055","4,775","6,130","10,802","11,625","96,353"
2018-03-28,"29,067","14,829","30,905","10,800","13,265","8,282","108,443","96,908","11,050","9,985","4,710","6,210","10,802","11,620","96,367"
2018-03-29,"29,306","15,253","30,845","10,890","13,445","8,301","108,363","96,917","11,040","9,870","4,705","6,150","10,762","11,655","96,381"
2018-03-30,"29,380","15,239","31,235","11,070","13,630","8,377","108,532","96,927","11,065","9,945","4,685","6,135","10,748","11,685","96,386"
2018-04-02,"29,311","15,088","31,150","10,935","13,640","8,301","108,391","96,946","11,125","9,900","4,740","6,160","10,674","11,750","96,386"
2018-04-03,"29,251","15,244","30,515","10,895","13,570","8,188","108,358","96,998","11,095","9,960","4,615","6,170","10,649","11,785","96,396"
2018-04-04,"28,801","15,112","30,785","10,890","13,540","8,159","108,443","97,070","11,040","9,930","4,605","6,275","10,698","11,725","96,405"
2018-04-05,"29,201","15,219","31,380","11,010","13,825","8,202","108,561","97,075","11,095","9,875","4,645","6,175","10,713","11,725","96,424"
2018-04-06,"29,058","15,209","31,165","11,100","13,720","8,207","108,697","97,118","11,160","9,870","4,610","6,210","10,802","11,625","96,434"
2018-04-09,"29,260","15,390","31,025","11,130","13,875","8,282","108,650","97,099","11,165","9,905","4,565","6,170","10,782","11,645","96,443"
2018-04-10,"29,288","15,370","31,375","11,400","13,905","8,264","108,626","97,084","11,110","9,910","4,685","6,160","10,782","11,650","96,448"
2018-04-11,"29,196","15,399","31,190","11,240","13,890","8,410","108,819","97,142","11,105","10,010","4,755","6,185","10,777","11,655","96,453"
2018-04-12,"29,191","15,200","31,255","11,195","13,785","8,406","108,955","97,170","11,175","10,025","4,895","6,185","10,807","11,615","96,467"
2018-04-13,"29,384","15,375","31,490","11,300","13,860","8,387","108,861","97,194","11,135","9,945","4,865","6,145","10,812","11,610","96,467"
2018-04-16,"29,407","15,409","31,525","11,335","13,895","8,235","108,654","97,146","11,150","9,990","4,860","6,140","10,851","11,565","96,477"
2018-04-17,"29,366","15,404","31,860","11,350","13,955","8,145","108,589","97,165","11,165","9,980","4,850","6,145","10,787","11,640","96,481"
2018-04-18,"29,692","15,263","32,030","11,400","14,090","8,046","108,452","97,161","11,180","9,975","4,890","6,075","10,807","11,625","96,481"
2018-04-19,"29,858","15,015","32,035","11,385","14,115","8,136","108,358","97,161","11,160","10,030","5,005","6,050","10,738","11,705","96,501"
2018-04-20,"29,660","15,049","31,825","11,365","14,135","8,079","108,340","97,170","11,180","9,990","4,965","6,095","10,792","11,640","96,510"
2018-04-23,"29,642","14,766","31,635","11,480","14,115","8,036","107,954","97,122","11,160","9,920","4,965","6,090","10,807","11,620","96,505"
2018-04-24,"29,476","14,576","31,595","11,520","14,245","8,164","107,940","97,113","11,110","9,835","5,045","6,130","10,881","11,535","96,510"
2018-04-25,"29,288","14,571","31,110","11,390","14,130","8,193","107,626","97,099","11,145","9,850","4,935","6,165","10,925","11,490","96,520"
2018-04-26,"29,656","14,766","31,240","11,460","14,180","8,103","107,621","97,118","11,115","9,800","4,980","6,085","10,930","11,485","96,524"
2018-04-27,"29,926","14,962","31,575","11,490","14,330","8,050","108,062","97,204","11,115","9,785","4,955","6,030","10,896","11,535","96,539"
2018-04-30,"30,122","14,688","31,650","11,535","14,290","8,046","108,077","97,185","11,155","9,765","4,945","6,000","10,812","11,630","96,548"
2018-05-02,"29,907","14,541","31,365","11,570","14,290","8,027","107,729","97,127","11,145","9,695","4,915","6,035","10,891","11,535","96,563"
2018-05-03,"29,805","14,414","31,085","11,690","14,270","8,084","107,724","97,122","11,150","9,715","4,935","6,060","10,891","11,530","96,572"
2018-05-04,"29,567","14,038","31,075","11,585","14,360","8,060","107,602","97,099","11,130","9,745","4,975","6,110","10,896","11,520","96,577"
2018-05-08,"29,432","13,442","31,540","11,740","14,355","8,211","107,409","96,989","11,150","9,745","5,105","6,140","10,901","11,540","96,572"
2018-05-09,"29,334","13,994","31,585","11,715","14,300","8,268","107,428","97,060","11,125","9,720","5,145","6,150","10,935","11,485","96,572"
2018-05-10,"29,534","13,950","31,940","11,810","14,370","8,254","107,569","97,113","11,165","9,750","5,220","6,115","10,866","11,565","96,591"
2018-05-11,"29,716","14,145","32,100","11,805","14,480","8,230","107,499","97,127","11,170","9,800","5,205","6,075","10,827","11,605","96,596"
2018-05-14,"29,656","13,784","32,395","11,765","14,575","8,316","107,386","97,075","11,160","9,800","5,145","6,090","10,812","11,630","96,591"
2018-05-15,"29,385","13,989","32,185","11,780","14,570","8,320","107,254","97,099","11,150","9,735","5,185","6,145","10,871","11,565","96,596"
2018-05-16,"29,478","13,935","32,035","11,705","14,440","8,301","107,339","97,113","11,150","9,600","5,185","6,120","10,910","11,515","96,605"
2018-05-17,"29,371","14,077","32,165","11,800","14,520","8,264","107,475","97,232","11,140","9,530","5,240","6,170","10,940","11,475","96,620"
2018-05-18,"29,464","14,321","32,175","11,780","14,565","8,297","107,433","97,280","11,135","9,565","5,230","6,135","10,915","11,510","96,634"
2018-05-21,"29,511","14,282","32,255","11,805","14,655","8,406","107,621","97,309","11,185","9,525","5,250","6,135","10,984","11,440","96,644"
2018-05-23,"29,712","14,253","32,190","11,790","14,410","8,278","107,781","97,328","11,170","9,560","5,260","6,090","10,935","11,490","96,644"
2018-05-24,"29,618","14,453","32,245","11,735","14,280","8,221","108,105","97,452","11,145","9,575","5,230","6,115","10,935","11,495","96,663"
2018-05-25,"29,665","14,585","32,330","11,670","14,340","8,155","108,199","97,452","11,220","9,660","5,155","6,095","10,915","11,515","96,663"
2018-05-28,"29,791","14,634","32,280","11,650","14,275","8,155","108,105","97,423","11,190","9,610","4,855","6,065","10,881","11,560","96,667"
2018-05-29,"29,516","14,321","32,115","11,455","14,275","8,093","108,321","97,457","11,145","9,590","4,875","6,130","10,906","11,530","96,672"
2018-05-30,"28,886","14,546","31,925","11,310","14,015","8,008","108,490","97,490","11,140","9,610","4,875","6,260","10,945","11,485","96,677"
2018-05-31,"29,003","14,605","32,175","11,380","14,190","8,041","108,457","97,500","11,155","9,645","4,965","6,230","10,915","11,525","96,687"
2018-06-01,"29,180","14,664","32,075","11,305","14,170","7,975","108,420","97,519","11,185","9,600","4,890","6,190","10,896","11,535","96,691"
2018-06-04,"29,334","14,453","32,400","11,425","14,290","8,055","108,250","97,481","11,165","9,540","4,820","6,155","10,861","11,570","96,706"
2018-06-05,"29,399","14,439","32,465","11,465","14,410","8,117","108,138","97,471","11,175","9,565","4,765","6,140","10,856","11,590","96,715"
2018-06-07,"29,656","14,664","32,850","11,520","14,555","8,121","108,020","97,490","11,155","9,585","4,760","6,095","10,836","11,610","96,729"
2018-06-08,"29,367","14,444","32,700","11,330","14,515","8,031","107,983","97,519","11,175","9,570","4,800","6,150","10,901","11,530","96,734"
2018-06-11,"29,623","14,429","32,875","11,395","14,575","8,022","108,128","97,558","11,210","9,620","4,800","6,100","10,901","11,545","96,734"
2018-06-12,"29,586","14,488","32,950","11,560","14,550","8,103","108,189","97,543","11,185","9,610","4,830","6,110","10,920","11,520","96,744"
2018-06-14,"29,045","14,253","32,800","11,475","14,540","8,065","108,321","97,543","11,215","9,645","4,850","6,220","10,980","11,460","96,753"
2018-06-15,"28,900","14,370","32,920","11,655","14,615","8,079","108,593","97,601","11,295","9,590","4,875","6,255","11,118","11,300","96,749"
2018-06-18,"28,555","13,935","32,770","11,555","14,510","8,079","108,852","97,649","11,235","9,480","4,660","6,320","11,202","11,225","96,758"
2018-06-19,"28,187","13,505","32,480","11,335","14,185","7,842","109,054","97,692","11,205","9,465","4,745","6,415","11,241","11,175","96,758"
2018-06-20,"28,387","14,023","32,775","11,425","14,425","7,837","109,204","97,682","11,210","9,430","4,760","6,355","11,202","11,215","96,763"
2018-06-21,"28,145","13,666","32,825","11,405","14,520","7,776","109,284","97,730","11,230","9,345","4,770","6,425","11,271","11,150","96,772"
2018-06-22,"28,359","13,857","32,615","11,280","14,365","7,752","109,322","97,749","11,205","9,390","4,840","6,365","11,231","11,185","96,777"
2018-06-25,"28,345","13,969","32,465","11,320","14,280","7,714","109,298","97,764","11,275","9,360","4,995","6,365","11,325","11,075","96,782"
2018-06-26,"28,313","13,906","32,230","11,215","14,300","7,586","109,308","97,769","11,220","9,350","4,985","6,375","11,310","11,115","96,787"
2018-06-27,"28,210","13,808","32,170","11,220","14,250","7,411","109,589","97,817","11,215","9,290","5,175","6,400","11,335","11,070","96,791"
2018-06-28,"27,958","13,495","32,025","11,195","14,260","7,321","109,853","97,845","11,215","9,260","5,290","6,460","11,399","11,020","96,810"
2018-06-29,"28,019","13,735","32,230","11,240","14,285","7,421","109,773","97,826","11,165","9,250","5,340","6,445","11,320","11,110","96,810"
2018-07-02,"27,394","13,178","31,995","11,145","13,975","7,241","110,041","97,903","11,240","9,225","5,355","6,585","11,364","11,055","96,815"
2018-07-03,"27,431","13,373","32,260","11,080","13,945","7,118","109,782","97,884","11,230","9,170","5,455","6,575","11,359","11,035","96,820"
2018-07-04,"27,352","13,417","32,110","11,255","13,900","7,141","109,871","97,917","11,235","9,290","5,425","6,590","11,320","11,105","96,839"
2018-07-05,"27,287","13,451","32,105","11,270","13,800","7,094","110,059","98,004","11,195","9,290","5,365","6,615","11,359","11,050","96,853"
2018-07-06,"27,483","13,784","32,420","11,455","13,950","7,155","109,914","97,994","11,180","9,290","5,350","6,565","11,330","11,075","96,858"
2018-07-09,"27,688","13,793","32,775","11,525","14,135","7,269","109,801","97,999","11,205","9,330","5,400","6,520","11,290","11,145","96,863"
2018-07-10,"27,725","13,764","32,970","11,525","14,230","7,350","109,867","98,023","11,210","9,285","5,450","6,515","11,340","11,095","96,868"
2018-07-11,"27,567","13,417","32,795","11,415","14,085","7,193","110,102","98,104","11,200","9,230","5,415","6,545","11,374","11,030","96,877"
2018-07-12,"27,651","13,676","32,915","11,410","14,230","7,435","110,144","98,071","11,185","9,190","5,235","6,525","11,438","10,985","96,887"
2018-07-13,"27,926","13,823","33,175","11,445","14,505","7,492","109,989","98,042","11,215","9,205","5,210","6,455","11,404","11,020","96,887"
2018-07-16,"27,842","13,764","33,160","11,460","14,505","7,430","110,092","98,090","11,225","9,185","5,220","6,485","11,468","10,970","96,892"
2018-07-17,"27,809","13,574","33,030","11,410","14,530","7,359","110,050","98,090","11,200","9,175","5,045","6,485","11,419","11,010","96,901"
2018-07-18,"27,744","13,437","33,255","11,420","14,645","7,359","110,153","98,095","11,210","9,025","5,025","6,505","11,498","10,930","96,901"
2018-07-19,"27,669","13,217","33,260","11,610","14,625","7,335","110,130","98,114","11,210","9,035","5,085","6,520","11,503","10,925","96,920"
2018-07-20,"27,804","13,095","33,130","11,480","14,590","7,406","110,243","98,147","11,255","9,020","5,135","6,490","11,517","10,910","96,925"
2018-07-23,"27,581","12,386","33,105","11,400","14,390","7,425","110,224","98,171","11,260","9,080","5,115","6,535","11,498","10,950","96,930"
2018-07-24,"27,665","12,420","33,325","11,465","14,390","7,548","109,857","98,133","11,330","9,000","5,090","6,525","11,532","10,900","96,934"
